startup_id,industry,founding_year,macro_climate,market_size_score,competition_intensity,founder_prior_exits,prior_failures,domain_experience_years,technical_cofounder,n_cofounders,cofounder_conflict,team_completeness,age_of_founder,funding_path,total_raised_usd,monthly_burn_rate,runway_months,product_market_fit_score,did_customer_validation,premature_scaling,pivots,unit_economics_score,marketing_effectiveness,weekly_hours,years_to_outcome,failure_reason,outcome,survived_5y,failed
STP019052,marketplace,2017,4.9,4.5,6.0,0,0,4.7,1,4,2.7,9.7,47,angel,370000.0,31300.0,11.8,4.3,0,0,1,3.7,5.7,103,2.4,ran_out_of_cash,failed,0,1
STP019053,services,2010,3.2,5.4,7.6,0,1,5.6,1,1,5.4,7.1,30,vc_seed,957000.0,37600.0,25.5,3.3,1,1,1,1.1,4.2,48,3.8,poor_marketing,failed,0,1
STP019054,agriculture,2020,5.1,2.6,6.1,0,0,7.2,1,2,7.9,2.9,50,bootstrapped,16000.0,800.0,20.0,6.0,1,1,0,2.4,5.5,63,18.0,survived,still_operating,1,0
STP019055,marketplace,2016,1.5,5.5,4.1,0,0,2.7,1,2,8.2,4.5,35,bootstrapped,20000.0,700.0,28.6,6.3,0,1,0,3.1,6.0,46,2.9,team_conflict,failed,0,1
STP019056,healthtech,2014,0.9,3.1,7.0,1,0,3.9,1,2,5.0,5.0,27,bootstrapped,6000.0,500.0,12.0,4.4,1,0,0,6.8,7.2,56,9.5,survived,still_operating,1,0
STP019057,agriculture,2008,5.7,4.8,3.5,0,0,6.8,0,2,1.7,1.6,25,vc_seed,301000.0,20400.0,14.8,3.4,1,0,1,4.9,8.8,80,4.1,survived,still_operating,1,0
STP019058,food_bev,2014,4.3,3.9,6.7,0,1,3.6,1,2,1.8,4.3,34,vc_series_a_plus,18715000.0,788800.0,23.7,7.2,0,0,0,3.3,5.4,52,3.3,outcompeted,failed,0,1
STP019059,marketplace,2011,7.1,7.4,2.7,0,0,3.2,0,3,4.0,1.1,29,vc_seed,932000.0,45800.0,20.3,5.1,1,0,2,3.6,0.0,43,8.6,survived,still_operating,1,0
STP019060,tech_saas,2015,1.9,5.1,2.8,0,0,5.5,0,3,0.6,6.6,32,bootstrapped,48000.0,3000.0,16.0,7.4,1,1,1,6.6,6.0,55,7.2,survived,still_operating,1,0
STP019061,tech_saas,2008,5.9,0.0,4.6,1,0,3.3,0,2,5.1,8.4,29,vc_series_a_plus,981000.0,34300.0,28.6,0.8,1,1,1,8.3,2.7,43,6.2,survived,still_operating,1,0
STP019062,healthtech,2016,4.4,5.9,4.8,0,1,2.9,0,2,1.1,5.2,34,bootstrapped,47000.0,5700.0,8.2,7.5,0,1,1,6.3,6.2,68,13.3,survived,still_operating,1,0
STP019063,agriculture,2015,4.2,2.2,5.2,0,0,13.1,0,1,5.6,8.9,35,vc_seed,4564000.0,403400.0,11.3,7.1,1,1,0,6.6,7.0,71,3.5,ran_out_of_cash,failed,0,1
STP019064,fintech,2009,3.1,1.8,5.8,0,0,12.0,0,2,1.7,4.6,48,angel,307000.0,30500.0,10.1,2.6,0,1,0,1.1,2.6,54,0.8,no_market_need,failed,0,1
STP019065,tech_saas,2020,3.8,2.5,7.9,0,1,4.8,0,2,7.4,8.3,20,vc_seed,1097000.0,76900.0,14.3,4.8,0,0,2,1.4,1.7,70,6.7,survived,still_operating,1,0
STP019066,ecommerce,2020,4.3,6.6,0.0,0,1,9.0,1,1,6.8,7.1,43,bootstrapped,27000.0,1100.0,24.5,6.0,0,1,1,7.5,1.9,62,4.0,legal_regulatory,failed,0,1
STP019067,agriculture,2019,5.1,6.6,6.0,1,0,1.3,1,1,0.0,6.5,27,vc_seed,2396000.0,154800.0,15.5,9.6,1,1,0,6.2,4.8,65,3.2,product_issues,failed,0,1
STP019068,consumer_app,2019,4.8,4.7,4.5,0,1,9.1,1,1,2.6,8.2,40,angel,95000.0,3900.0,24.4,5.6,1,0,1,4.3,6.4,57,4.6,survived,acquired,1,0
STP019069,services,2014,6.9,6.6,8.4,1,0,2.7,1,3,6.1,5.8,40,bootstrapped,25000.0,1600.0,15.6,1.4,1,0,1,2.9,2.4,52,12.6,survived,still_operating,1,0
STP019070,hardware,2018,5.8,2.6,6.0,2,0,12.4,1,2,5.1,7.3,28,bootstrapped,21000.0,700.0,30.0,7.2,1,0,0,5.3,1.0,79,1.4,outcompeted,failed,0,1
STP019071,healthtech,2011,1.9,3.4,2.4,0,1,7.6,0,3,6.6,6.8,33,vc_seed,127000.0,6100.0,20.8,4.6,1,0,0,2.6,7.7,66,0.4,team_conflict,failed,0,1
STP019072,biotech,2018,6.5,4.4,6.2,0,0,1.4,1,2,5.4,5.9,34,bootstrapped,16000.0,1300.0,12.3,4.7,1,0,0,0.0,7.4,63,2.5,outcompeted,failed,0,1
STP019073,services,2013,5.3,6.9,3.7,1,0,3.0,0,1,6.3,7.9,42,angel,165000.0,16700.0,9.9,4.7,1,0,1,4.7,2.7,75,4.2,survived,still_operating,1,0
STP019074,agriculture,2010,1.5,6.7,3.3,0,1,7.1,0,2,3.5,6.9,41,angel,313000.0,21400.0,14.6,5.3,0,1,2,2.3,6.8,42,6.2,product_issues,failed,1,1
STP019075,biotech,2013,6.7,6.5,3.7,1,0,3.7,0,3,6.1,4.5,39,bootstrapped,52000.0,1800.0,28.9,6.0,1,1,0,6.7,6.0,58,12.7,survived,still_operating,1,0
STP019076,consumer_app,2010,2.7,8.4,0.8,0,0,4.9,1,3,4.6,6.9,43,bootstrapped,29000.0,1000.0,29.0,2.3,0,0,2,9.0,7.1,51,7.3,survived,still_operating,1,0
STP019077,ecommerce,2015,3.7,4.8,6.1,1,0,10.3,1,1,4.4,8.0,20,vc_seed,874000.0,85600.0,10.2,0.2,0,1,0,7.3,1.5,59,5.2,survived,still_operating,1,0
STP019078,marketplace,2020,2.9,8.6,4.5,0,0,1.8,0,3,5.7,6.4,38,bootstrapped,44000.0,4000.0,11.0,9.8,0,1,0,8.9,5.4,52,18.0,survived,still_operating,1,0
STP019079,agriculture,2013,4.6,2.6,2.4,1,0,0.1,0,1,3.1,4.1,44,bootstrapped,4000.0,500.0,8.0,2.4,1,0,1,3.7,8.0,60,4.3,survived,still_operating,1,0
STP019080,healthtech,2017,5.7,6.1,4.7,0,0,16.5,1,2,8.2,5.3,44,angel,70000.0,13400.0,5.2,0.0,1,0,1,4.2,4.3,50,2.4,outcompeted,failed,0,1
STP019081,fintech,2012,1.7,6.9,6.6,1,0,2.5,0,2,6.4,5.2,28,bootstrapped,75000.0,1900.0,39.5,4.9,1,1,0,5.8,4.0,65,2.1,ran_out_of_cash,failed,0,1
STP019082,ecommerce,2009,5.0,6.1,3.3,0,0,4.4,0,1,4.5,3.7,20,angel,53000.0,5700.0,9.3,6.5,1,1,1,8.8,2.3,64,10.4,ran_out_of_cash,failed,1,1
STP019083,fintech,2018,1.8,5.2,6.2,0,1,1.5,1,3,1.4,6.3,33,angel,368000.0,69500.0,5.3,8.4,0,0,2,5.7,2.9,73,5.3,team_conflict,failed,1,1
STP019084,fintech,2017,4.2,8.1,6.3,0,1,2.8,1,2,2.4,7.1,26,bootstrapped,8000.0,500.0,16.0,7.1,1,1,1,7.4,4.2,52,6.7,survived,still_operating,1,0
STP019085,ecommerce,2021,6.6,9.3,6.8,0,2,0.7,0,2,4.4,4.0,32,angel,254000.0,24900.0,10.2,6.6,1,1,2,4.9,4.5,43,5.5,ran_out_of_cash,failed,1,1
STP019086,services,2012,3.6,7.4,3.3,0,0,1.4,0,3,4.6,7.1,32,vc_series_a_plus,8551000.0,364800.0,23.4,6.9,0,0,2,6.6,8.9,63,18.0,survived,still_operating,1,0
STP019087,ecommerce,2021,5.4,0.5,6.1,0,0,3.8,1,1,6.8,6.7,39,angel,321000.0,27700.0,11.6,6.3,0,0,0,4.1,7.7,78,2.6,ran_out_of_cash,failed,0,1
STP019088,consumer_app,2017,6.1,2.7,7.6,0,2,2.3,1,2,3.0,2.4,41,bootstrapped,38000.0,3800.0,10.0,5.5,0,0,1,2.0,4.8,75,0.3,ran_out_of_cash,failed,0,1
STP019089,marketplace,2020,3.3,5.7,6.9,0,0,3.2,0,1,5.4,4.2,21,angel,390000.0,20900.0,18.7,4.7,0,1,0,1.6,4.0,67,4.2,poor_marketing,failed,0,1
STP019090,fintech,2017,6.7,5.9,9.3,2,0,4.8,1,2,1.6,4.1,28,vc_seed,4388000.0,158700.0,27.6,7.5,0,1,1,7.6,5.0,64,2.8,ran_out_of_cash,failed,0,1
STP019091,services,2009,9.5,3.9,6.4,0,1,9.0,1,3,6.3,6.7,35,bootstrapped,10000.0,500.0,20.0,5.6,0,0,1,2.4,4.7,55,2.9,survived,still_operating,1,0
STP019092,marketplace,2017,0.9,7.9,6.1,0,0,4.1,1,2,2.7,5.7,39,bootstrapped,4000.0,500.0,8.0,6.4,1,0,3,8.6,4.3,71,3.8,ran_out_of_cash,failed,0,1
STP019093,services,2020,8.8,6.0,4.2,0,1,6.2,1,1,1.6,6.1,32,angel,448000.0,24800.0,18.1,7.6,1,1,0,6.4,5.6,56,10.8,survived,acquired,1,0
STP019094,marketplace,2008,2.3,7.2,1.6,0,0,2.2,1,2,2.2,1.8,32,bootstrapped,70000.0,4000.0,17.5,7.3,1,0,0,6.0,1.3,52,13.8,survived,still_operating,1,0
STP019095,biotech,2011,8.0,4.3,5.6,0,1,2.8,0,2,1.7,4.2,31,bootstrapped,22000.0,800.0,27.5,3.7,1,0,1,5.6,0.0,52,5.9,survived,still_operating,1,0
STP019096,tech_saas,2020,1.1,4.2,3.6,2,0,3.1,1,4,7.9,4.5,30,vc_seed,1414000.0,81500.0,17.3,5.1,0,0,0,5.2,3.3,68,4.2,survived,still_operating,1,0
STP019097,agriculture,2008,1.8,5.1,7.2,0,0,4.8,1,1,3.4,5.6,59,angel,149000.0,13500.0,11.0,6.0,0,1,1,4.4,6.0,53,2.8,no_market_need,failed,0,1
STP019098,healthtech,2008,4.0,6.6,8.2,0,0,7.8,0,1,3.1,3.8,21,bootstrapped,5000.0,500.0,10.0,4.8,1,0,2,5.7,8.2,64,5.8,survived,still_operating,1,0
STP019099,services,2017,6.4,2.7,5.7,0,1,1.0,1,2,4.8,6.4,41,bootstrapped,28000.0,2600.0,10.8,3.3,1,1,3,9.4,3.3,61,2.1,survived,still_operating,1,0
STP019100,tech_saas,2019,1.5,2.5,6.2,2,2,4.9,1,2,0.2,6.3,32,bootstrapped,40000.0,1600.0,25.0,5.2,1,1,0,1.9,1.5,64,7.9,survived,still_operating,1,0
STP019101,healthtech,2020,5.3,3.0,4.5,0,1,14.2,0,1,4.8,8.6,23,vc_seed,2608000.0,135000.0,19.3,3.5,0,0,2,3.3,6.7,59,5.1,no_market_need,failed,1,1
STP019102,food_bev,2019,5.0,3.9,7.5,1,2,9.5,1,1,1.5,5.7,41,vc_seed,764000.0,44100.0,17.3,6.5,0,1,3,10.0,5.2,52,6.7,no_market_need,failed,1,1
STP019103,hardware,2010,5.4,5.6,4.2,1,0,1.2,1,1,6.1,4.7,48,angel,50000.0,12500.0,4.0,3.0,1,1,0,6.3,4.6,64,1.1,no_market_need,failed,0,1
STP019104,fintech,2015,4.6,3.8,4.1,0,0,3.1,1,3,4.0,6.0,25,angel,83000.0,4300.0,19.3,4.3,1,0,2,3.8,4.5,59,8.9,poor_marketing,failed,1,1
STP019105,marketplace,2015,3.1,3.7,4.2,0,0,2.7,0,2,6.0,5.0,47,vc_series_a_plus,5200000.0,201300.0,25.8,6.8,1,0,2,4.5,7.3,63,4.7,survived,still_operating,1,0
STP019106,healthtech,2016,6.2,4.7,4.6,0,0,2.7,0,2,2.8,2.8,39,bootstrapped,17000.0,900.0,18.9,5.0,0,0,3,3.3,5.1,50,6.4,survived,still_operating,1,0
STP019107,tech_saas,2009,7.2,4.8,7.5,0,1,13.0,1,3,1.0,3.5,44,bootstrapped,17000.0,900.0,18.9,6.3,0,0,1,5.7,6.2,61,7.4,ran_out_of_cash,failed,1,1
STP019108,tech_saas,2013,5.5,4.3,6.3,0,0,5.7,0,1,4.2,4.0,38,bootstrapped,57000.0,3200.0,17.8,1.6,0,0,3,6.2,5.7,79,12.4,survived,still_operating,1,0
STP019109,services,2020,3.0,4.3,4.9,0,0,6.6,1,3,8.6,6.0,37,bootstrapped,14000.0,1100.0,12.7,2.0,0,0,1,4.7,2.7,44,0.7,no_market_need,failed,0,1
STP019110,biotech,2011,5.8,8.5,3.0,0,0,3.1,0,2,4.1,7.7,39,bootstrapped,6000.0,500.0,12.0,4.1,0,1,3,8.5,2.9,67,11.2,survived,still_operating,1,0
STP019111,ecommerce,2018,6.9,7.2,5.4,0,0,1.5,1,2,8.1,2.5,42,vc_seed,770000.0,59900.0,12.9,8.8,0,0,1,8.5,8.8,52,10.0,survived,still_operating,1,0
STP019112,services,2019,4.4,3.2,7.6,0,0,4.5,0,2,6.8,8.0,28,vc_seed,4167000.0,163100.0,25.5,2.3,0,1,1,1.4,4.1,83,10.0,no_market_need,failed,1,1
STP019113,services,2016,5.5,6.5,4.2,1,1,2.4,1,1,4.0,7.8,46,angel,116000.0,12900.0,9.0,6.5,0,1,1,0.7,5.8,56,9.4,ran_out_of_cash,failed,1,1
STP019114,tech_saas,2019,6.3,5.6,2.8,1,1,7.7,1,2,6.6,6.8,50,angel,507000.0,25200.0,20.1,4.1,1,0,2,6.7,5.2,67,2.9,team_conflict,failed,0,1
STP019115,marketplace,2017,3.7,1.4,6.7,0,1,3.4,0,1,0.5,3.7,26,angel,310000.0,21800.0,14.2,5.6,0,1,0,0.0,4.6,69,1.7,no_market_need,failed,0,1
STP019116,services,2013,6.9,6.5,4.4,0,0,2.0,1,2,5.7,7.5,19,bootstrapped,42000.0,2100.0,20.0,2.2,1,1,3,2.9,7.6,67,2.4,no_market_need,failed,0,1
STP019117,ecommerce,2016,1.6,4.9,4.0,0,1,4.9,1,2,4.6,5.6,44,angel,109000.0,5100.0,21.4,5.7,1,1,1,5.7,3.6,75,5.9,ran_out_of_cash,failed,1,1
STP019118,food_bev,2018,8.2,0.1,8.0,0,0,9.1,1,1,4.0,6.8,44,bootstrapped,24000.0,800.0,30.0,2.7,0,1,3,4.2,3.1,58,2.0,survived,still_operating,1,0
STP019119,marketplace,2012,5.8,5.7,5.5,0,0,5.7,1,1,5.0,7.4,37,angel,147000.0,4600.0,32.0,1.2,0,0,1,3.4,4.7,60,8.5,survived,still_operating,1,0
STP019120,marketplace,2019,8.8,2.9,8.0,0,1,8.0,1,1,0.0,6.7,37,vc_series_a_plus,5797000.0,254300.0,22.8,5.8,1,0,2,10.0,2.7,52,7.8,survived,still_operating,1,0
STP019121,fintech,2018,3.9,4.9,2.2,0,0,10.1,0,2,2.9,8.7,30,bootstrapped,42000.0,1900.0,22.1,0.0,0,1,3,6.4,0.4,72,6.0,survived,still_operating,1,0
STP019122,agriculture,2021,5.0,8.8,5.1,0,1,9.6,1,1,4.8,6.2,35,vc_seed,365000.0,19700.0,18.5,6.3,1,1,0,3.8,6.2,48,9.9,survived,still_operating,1,0
STP019123,ecommerce,2020,1.1,4.3,6.0,0,0,3.1,1,2,4.5,9.6,40,bootstrapped,121000.0,4400.0,27.5,1.2,0,1,2,3.7,4.0,75,2.8,no_market_need,failed,0,1
STP019124,services,2011,8.0,2.5,3.1,0,0,6.8,0,2,0.9,6.2,29,bootstrapped,11000.0,1100.0,10.0,4.8,0,0,0,4.7,8.7,43,18.0,survived,still_operating,1,0
STP019125,consumer_app,2010,4.2,5.8,5.2,0,0,2.5,1,1,3.4,5.2,35,angel,414000.0,32600.0,12.7,3.1,0,0,2,7.9,6.5,55,7.6,no_market_need,failed,1,1
STP019126,services,2017,4.8,3.6,4.3,0,1,1.1,0,1,6.4,5.2,35,bootstrapped,26000.0,900.0,28.9,2.0,0,0,1,2.4,5.9,64,8.6,survived,still_operating,1,0
STP019127,services,2012,4.6,3.3,7.4,2,0,4.1,1,2,4.8,8.1,37,bootstrapped,4000.0,500.0,8.0,7.2,1,1,0,5.8,5.1,62,8.5,survived,still_operating,1,0
STP019128,healthtech,2013,1.3,4.5,7.0,0,0,3.6,1,2,1.7,2.8,28,vc_seed,1682000.0,84400.0,19.9,5.1,0,1,1,4.6,7.3,56,2.7,outcompeted,failed,0,1
STP019129,services,2009,3.3,0.8,7.5,0,2,8.7,0,1,5.9,4.9,45,bootstrapped,41000.0,1900.0,21.6,9.2,1,0,2,7.4,3.6,69,5.4,survived,still_operating,1,0
STP019130,biotech,2015,6.7,3.7,6.1,0,0,4.8,1,2,3.8,3.4,27,vc_seed,3242000.0,121700.0,26.6,6.4,0,1,0,6.9,3.3,64,3.4,survived,acquired,1,0
STP019131,ecommerce,2012,6.0,1.5,3.4,0,0,9.5,0,2,0.6,6.0,26,vc_series_a_plus,15446000.0,3000000.0,5.1,2.3,0,1,0,1.2,4.6,45,2.7,pricing_cost,failed,0,1
STP019132,tech_saas,2010,5.8,6.0,7.8,1,1,19.4,0,4,7.0,5.3,19,vc_seed,2826000.0,87900.0,32.2,1.8,0,1,0,3.5,4.5,64,1.5,no_market_need,failed,0,1
STP019133,consumer_app,2013,4.3,2.3,5.5,0,0,7.9,0,1,4.9,5.0,39,vc_series_a_plus,11459000.0,354900.0,32.3,5.6,0,1,1,4.6,7.1,58,5.6,ran_out_of_cash,failed,1,1
STP019134,ecommerce,2021,6.4,8.5,1.9,0,0,2.6,1,2,4.9,3.2,40,angel,133000.0,6600.0,20.2,4.8,0,1,1,3.9,3.9,61,2.7,ran_out_of_cash,failed,0,1
STP019135,marketplace,2012,0.5,6.5,5.1,0,0,3.4,0,2,4.8,4.8,19,bootstrapped,29000.0,1500.0,19.3,4.9,0,1,2,2.7,6.7,62,7.6,survived,still_operating,1,0
STP019136,ecommerce,2016,8.0,6.1,8.6,1,0,2.6,0,4,4.8,3.8,31,angel,404000.0,20200.0,20.0,3.7,1,0,1,2.5,6.4,51,6.6,no_market_need,failed,1,1
STP019137,healthtech,2016,7.1,3.7,0.3,0,1,0.6,1,1,9.2,6.3,33,vc_series_a_plus,4657000.0,1164200.0,4.0,1.2,0,1,1,4.8,2.0,57,3.9,no_market_need,failed,0,1
STP019138,healthtech,2008,3.9,6.2,3.9,0,1,7.1,0,2,0.8,0.9,32,vc_seed,1083000.0,50800.0,21.3,5.0,0,1,1,2.1,4.8,66,5.2,survived,still_operating,1,0
STP019139,tech_saas,2021,6.5,6.9,5.7,0,1,12.7,0,2,2.7,6.5,28,bootstrapped,36000.0,2600.0,13.8,9.0,1,0,3,6.7,5.2,49,3.1,survived,still_operating,1,0
STP019140,healthtech,2013,5.2,4.1,7.7,0,0,4.4,1,2,8.2,5.4,34,bootstrapped,5000.0,500.0,10.0,2.7,0,1,2,9.4,8.6,36,14.5,survived,still_operating,1,0
STP019141,agriculture,2020,3.6,7.8,4.9,0,0,4.3,0,3,0.1,5.7,39,bootstrapped,9000.0,500.0,18.0,3.0,1,0,1,8.1,3.4,74,2.1,survived,still_operating,1,0
STP019142,fintech,2013,5.0,2.3,6.4,0,1,4.8,1,2,1.9,3.7,33,bootstrapped,46000.0,2400.0,19.2,3.5,1,0,2,2.6,4.1,53,15.2,survived,still_operating,1,0
STP019143,marketplace,2020,7.0,4.8,4.0,1,1,2.9,0,3,6.7,4.9,42,angel,110000.0,11800.0,9.3,4.3,0,0,3,3.5,8.2,56,1.5,team_conflict,failed,0,1
STP019144,fintech,2008,3.9,7.0,7.9,1,0,2.6,0,2,2.0,6.3,52,bootstrapped,16000.0,800.0,20.0,6.1,1,0,1,9.2,7.7,51,2.4,ran_out_of_cash,failed,0,1
STP019145,consumer_app,2017,4.3,1.0,5.0,0,0,0.5,0,3,3.4,0.0,43,vc_seed,534000.0,56500.0,9.5,5.0,1,0,1,4.7,4.9,61,10.0,ran_out_of_cash,failed,1,1
STP019146,tech_saas,2012,6.8,7.8,4.1,0,0,4.4,0,2,6.4,7.8,45,vc_series_a_plus,13300000.0,697800.0,19.1,4.7,1,1,0,3.9,3.8,69,15.0,team_conflict,failed,1,1
STP019147,tech_saas,2020,6.5,6.0,5.8,0,0,5.0,1,2,6.4,7.2,33,vc_seed,3793000.0,124300.0,30.5,3.1,0,1,0,3.1,8.2,65,3.5,legal_regulatory,failed,0,1
STP019148,ecommerce,2012,5.4,7.2,2.8,2,0,1.3,0,2,1.6,5.7,39,bootstrapped,82000.0,4300.0,19.1,3.0,0,1,0,6.2,5.9,80,12.5,survived,still_operating,1,0
STP019149,hardware,2021,3.6,4.5,3.9,1,0,3.9,0,2,2.0,3.7,41,vc_seed,2572000.0,141300.0,18.2,3.5,0,0,0,2.6,9.6,43,4.7,no_market_need,failed,0,1
STP019150,marketplace,2020,2.3,6.1,5.6,1,0,2.6,1,2,4.6,5.1,44,angel,226000.0,17400.0,13.0,4.2,0,1,1,2.5,6.1,61,5.1,no_market_need,failed,1,1
STP019151,tech_saas,2019,5.3,8.5,7.3,0,0,3.1,0,3,7.0,4.2,35,vc_seed,2876000.0,177200.0,16.2,7.6,1,1,1,8.8,6.9,47,2.2,team_conflict,failed,0,1
STP019152,tech_saas,2008,4.8,5.3,7.4,0,1,2.3,1,4,6.6,4.2,39,bootstrapped,21000.0,1400.0,15.0,3.6,0,1,1,2.6,2.8,59,6.7,ran_out_of_cash,failed,1,1
STP019153,healthtech,2020,3.9,5.7,4.9,0,0,9.5,1,2,3.6,5.7,31,bootstrapped,22000.0,1800.0,12.2,2.5,0,0,1,8.1,0.0,70,5.4,survived,still_operating,1,0
STP019154,food_bev,2010,7.0,7.9,3.8,1,0,5.4,1,3,4.0,4.6,32,vc_series_a_plus,1772000.0,143800.0,12.3,0.0,1,1,0,4.1,4.0,93,0.6,no_market_need,failed,0,1
STP019155,fintech,2021,8.4,5.1,6.2,0,2,6.8,0,3,3.9,4.4,49,bootstrapped,45000.0,2000.0,22.5,4.3,1,0,0,9.2,5.9,45,18.0,survived,still_operating,1,0
STP019156,ecommerce,2011,3.5,9.1,6.3,1,0,4.2,1,2,4.7,10.0,31,angel,834000.0,44000.0,19.0,6.8,1,1,1,6.5,7.0,73,3.1,legal_regulatory,failed,0,1
STP019157,fintech,2010,2.8,5.2,2.9,0,0,2.2,1,3,6.8,10.0,35,vc_series_a_plus,1218000.0,81700.0,14.9,7.7,0,1,0,5.5,7.1,44,8.8,survived,acquired,1,0
STP019158,hardware,2016,1.0,2.1,4.2,0,0,2.6,0,2,4.7,5.2,41,angel,71000.0,4900.0,14.5,4.7,0,1,2,0.4,7.7,66,1.3,ran_out_of_cash,failed,0,1
STP019159,tech_saas,2017,4.6,5.1,1.8,0,1,1.1,0,2,0.5,5.0,44,vc_series_a_plus,14091000.0,1484900.0,9.5,3.8,1,0,1,7.8,3.2,56,7.8,no_market_need,failed,1,1
STP019160,tech_saas,2012,5.8,6.7,5.3,1,0,3.5,1,2,5.4,5.2,31,angel,376000.0,16500.0,22.8,4.5,1,0,0,6.8,3.3,59,1.7,pricing_cost,failed,0,1
STP019161,ecommerce,2010,3.1,5.0,9.8,0,3,3.6,0,1,8.7,7.1,45,vc_series_a_plus,1375000.0,67400.0,20.4,7.0,1,1,2,2.7,8.4,50,12.5,survived,acquired,1,0
STP019162,agriculture,2019,10.0,1.2,8.5,0,0,1.1,1,2,4.0,9.3,40,vc_seed,1456000.0,62100.0,23.4,4.8,0,0,0,4.4,4.5,42,16.5,survived,still_operating,1,0
STP019163,tech_saas,2016,5.9,4.1,3.2,0,0,5.8,1,2,5.3,3.1,38,angel,170000.0,8600.0,19.8,7.9,1,0,0,0.6,3.1,64,10.9,survived,acquired,1,0
STP019164,tech_saas,2013,3.8,5.3,4.2,0,0,5.6,0,2,2.8,6.6,41,vc_series_a_plus,19508000.0,875100.0,22.3,4.2,1,1,1,9.3,3.6,54,4.5,poor_marketing,failed,0,1
STP019165,food_bev,2011,3.5,4.4,5.2,0,0,7.0,1,3,6.7,7.0,41,bootstrapped,19000.0,3300.0,5.8,10.0,1,0,2,7.4,1.9,57,11.7,survived,still_operating,1,0
STP019166,marketplace,2020,8.0,4.0,4.4,0,1,4.1,1,1,1.3,8.1,41,bootstrapped,52000.0,3900.0,13.3,3.4,1,1,0,5.8,5.8,59,2.2,survived,still_operating,1,0
STP019167,tech_saas,2012,7.1,5.8,6.3,2,0,4.7,0,4,5.8,8.1,35,angel,128000.0,6300.0,20.3,3.5,0,0,0,4.0,5.7,44,6.8,survived,still_operating,1,0
STP019168,tech_saas,2008,7.2,3.9,5.3,0,0,4.8,0,3,5.1,3.3,45,vc_seed,1481000.0,94400.0,15.7,6.5,0,1,1,5.2,5.5,70,1.5,ran_out_of_cash,failed,0,1
STP019169,services,2011,8.7,4.5,4.3,0,1,3.2,1,2,5.2,5.4,44,angel,56000.0,3300.0,17.0,3.1,0,1,0,1.7,5.4,53,5.5,no_market_need,failed,1,1
STP019170,ecommerce,2008,3.7,2.7,8.3,0,0,2.9,0,1,1.6,2.4,32,vc_seed,694000.0,56300.0,12.3,6.3,0,1,3,4.8,3.4,46,4.8,ran_out_of_cash,failed,0,1
STP019171,services,2010,6.3,4.5,7.3,2,1,5.6,0,4,7.7,3.2,33,bootstrapped,2000.0,500.0,4.0,7.2,1,1,1,6.9,1.9,59,1.8,no_market_need,failed,0,1
STP019172,food_bev,2010,8.1,4.7,6.3,0,0,1.3,1,4,3.9,5.6,28,bootstrapped,32000.0,5100.0,6.3,6.4,1,1,1,5.1,5.2,52,3.3,survived,acquired,1,0
STP019173,fintech,2011,8.3,6.8,7.8,0,0,3.9,0,4,3.2,6.1,20,bootstrapped,14000.0,600.0,23.3,5.4,0,0,2,5.6,8.9,47,1.5,product_issues,failed,0,1
STP019174,fintech,2018,5.6,7.8,5.1,1,1,5.9,1,1,5.8,8.4,44,vc_seed,2558000.0,100500.0,25.5,4.5,0,1,0,1.6,5.4,82,2.2,no_market_need,failed,0,1
STP019175,food_bev,2015,3.5,4.8,6.0,2,0,15.8,0,1,9.6,0.9,42,bootstrapped,5000.0,500.0,10.0,4.2,0,1,1,5.3,5.0,50,2.1,ran_out_of_cash,failed,0,1
STP019176,services,2017,5.2,7.5,2.0,2,0,0.9,0,1,5.1,4.3,45,vc_seed,2497000.0,195700.0,12.8,4.3,1,0,3,7.7,1.4,74,7.5,survived,still_operating,1,0
STP019177,consumer_app,2016,6.4,6.1,8.1,0,1,3.7,0,2,3.3,3.9,25,bootstrapped,17000.0,700.0,24.3,8.2,1,0,0,5.1,4.0,40,9.3,survived,still_operating,1,0
STP019178,healthtech,2021,5.9,0.9,6.2,1,1,4.0,1,2,3.2,9.3,31,vc_series_a_plus,6019000.0,290900.0,20.7,3.9,0,1,2,2.9,3.9,63,1.9,no_market_need,failed,0,1
STP019179,ecommerce,2019,9.4,3.3,4.9,0,0,1.6,1,1,1.4,8.9,48,vc_series_a_plus,6295000.0,927900.0,6.8,7.1,0,1,2,5.0,3.4,57,0.7,ran_out_of_cash,failed,0,1
STP019180,services,2011,6.9,4.7,2.1,0,1,6.8,1,1,2.5,6.0,44,vc_series_a_plus,4444000.0,180700.0,24.6,7.8,1,1,1,4.4,8.4,61,10.3,survived,still_operating,1,0
STP019181,consumer_app,2008,5.8,5.2,6.8,0,1,3.2,0,3,0.0,1.3,35,angel,129000.0,6100.0,21.1,4.9,1,0,1,1.9,3.9,72,3.6,no_market_need,failed,0,1
STP019182,consumer_app,2017,7.8,5.6,7.8,0,1,4.3,1,1,8.1,9.6,32,vc_seed,585000.0,17100.0,34.2,3.7,1,0,2,4.4,5.1,61,6.2,pricing_cost,failed,1,1
STP019183,tech_saas,2008,1.9,0.0,4.6,0,0,3.2,1,1,0.8,9.6,47,vc_seed,4566000.0,222600.0,20.5,3.5,0,0,0,5.2,6.0,63,1.6,pricing_cost,failed,0,1
